,max_ti,dur,r2,slope,ltl
u:mkM,28.0,177619.0,0.9168800797561667,0.00011845880511372285,esen
u:gOSy,16.0,620134.0,0.8700322747762289,1.6790957594409987e-05,enit
u:fOZt,5.0,256682.0,0.6912473315546924,1.1790792390320164e-05,esen
u:crP5,8.0,529348.0,0.8212162998956541,1.0877555749620568e-05,enfr
u:iN5u,16.0,611785.0,0.8970008747342112,1.9638478240048912e-05,enfr
u:fdLy,107.0,732017.0,0.9630367547373394,0.0001486959046543816,enfr
u:g24G,7.0,859157.0,0.9238666991048133,8.811768288091145e-06,enit
u:hRt7,35.0,568133.0,0.8936778748046235,7.365471990039724e-05,enit
u:bnVW,19.0,860396.0,0.6743013851996876,2.14198371388746e-05,enpt
u:hGeU,4.0,978.0,0.9991721905149277,0.004128810704607138,enit
u:gmj2,6.0,670432.0,0.6969097778855103,6.147143467182677e-06,enfr
u:hzaA,27.0,729055.0,0.8946730747753172,3.7268055467948136e-05,enit
u:e4_R,3.0,349958.0,0.8798266122616886,6.659742794416285e-06,esen
u:ia83,6.0,343191.0,0.7888355919920099,1.4468017638635718e-05,enes
u:f9v5,17.0,862808.0,0.8285063316227836,1.2467925044824987e-05,iten
u:hICd,10.0,912334.0,0.8953106322075659,7.935770165622555e-06,enfr
u:fXYi,16.0,880229.0,0.6895629291067773,1.4861120087560666e-05,esen
u:hWyd,4.0,100275.0,0.7939960408597798,2.823378117145102e-05,esen
u:iA8H,11.0,425831.0,0.714272456929592,2.5341674291575287e-05,ende
u:iF99,35.0,5528.0,0.8896240971675631,0.004521754670975333,pten
u:fFF7,5.0,433185.0,0.857053990363967,9.449535715936037e-06,enfr
u:fkDU,12.0,26547.0,0.6994221548774041,0.0003997752380146962,esen
u:g58O,323.0,898429.0,0.9542552964852675,0.00033145133684769944,enit
u:hCqJ,50.0,5599.0,0.9969121244204809,0.008656688870379523,enfr
u:fGbY,32.0,950074.0,0.9584775900834883,3.3113016535450946e-05,enes
u:iQsY,57.0,866437.0,0.2919674119606344,5.0716533683842595e-05,esen
u:ckfQ,6.0,93489.0,0.7594769707677196,3.8075087476336454e-05,esen
u:jaiN,7.0,14035.0,0.599662098405737,0.0002995493301899518,esen
u:i2ME,21.0,282592.0,0.8267960247893206,4.920211436377495e-05,esen
u:h-vv,25.0,503301.0,0.933238740519557,4.022248317287927e-05,esen
u:h_iv,4.0,98785.0,0.7855094367260338,2.6704383366514837e-05,enfr
u:irtd,19.0,543680.0,0.7668603073809229,2.0564271274923855e-05,enes
u:iMjK,8.0,367897.0,0.8319993362549899,1.426478985144529e-05,ende
u:hzJa,4.0,8685.0,0.5765398344679513,0.0003246648465299873,enfr
u:hg7Z,5.0,257581.0,0.6608017717711093,1.7883909559985575e-05,esen
u:itS6,6.0,586203.0,0.3920800846307873,6.1507961567964825e-06,enfr
u:gWXN,2.0,746.0,0.962794914143884,0.002581219608964836,enfr
u:e2cz,14.0,438175.0,0.8605635973175909,2.249662815916374e-05,pten
u:fTX4,29.0,521509.0,0.9420008649267704,4.818715566223832e-05,esen
u:eviz,8.0,605313.0,0.8405091117188367,1.0419822925496325e-05,enes
u:iuBk,6.0,258122.0,0.8331137805322094,1.959390109715721e-05,enes
u:hWvk,5.0,467681.0,0.7144990629352037,7.69469289426745e-06,pten
u:eYeP,4.0,2092.0,0.9743284123996304,0.0019541283842752313,pten
u:baRw,8.0,184824.0,0.573334459618899,2.5938314870266404e-05,ende
u:iAMa,22.0,994188.0,0.8188457157524252,1.82077011883934e-05,enes
u:iH_i,10.0,369773.0,0.8195014565191033,1.6321535066587176e-05,esen
u:iMi-,61.0,672202.0,0.9074052376330269,0.00012045871211169766,pten
u:h_nD,10.0,402701.0,0.8223148651745226,2.585596440926579e-05,ende
u:i535,16.0,86039.0,0.7103747285677794,0.00014695679273820422,esen
u:e8aT,5.0,3578.0,0.9735568718188747,0.0013458071216738662,enes
u:iKgw,34.0,548367.0,0.7023272687732318,4.238399589026275e-05,pten
u:hUPv,10.0,258932.0,0.8034267653438797,3.528276661420516e-05,enes
u:hVy8,36.0,883287.0,0.8099066947056909,3.692758304094938e-05,enfr
u:bwPp,104.0,951777.0,0.9471044388341064,8.823201418726427e-05,enes
u:i-9Z,30.0,254456.0,0.8795844795676414,8.871845387642512e-05,ende
u:hpMW,24.0,663216.0,0.8321238044944106,2.318336558632241e-05,enpt
u:f-1O,13.0,505145.0,0.7048059312286009,2.1834756580641058e-05,esen
u:hVP,17.0,538549.0,0.7671499628323163,3.58863177839691e-05,enes
u:hXV3,18.0,1020510.0,0.9500479978632209,1.528372480643459e-05,esen
u:iKVW,8.0,863244.0,0.41929189715527504,6.493585486929333e-06,pten
u:cvlT,6.0,124456.0,0.3841117498433526,2.8606120640614815e-05,esen
u:hXfz,8.0,941833.0,0.86092833043466,7.868650509468162e-06,enes
u:dOSw,3.0,1187.0,0.9938025392339048,0.002499503368294529,esen
u:gvZ0,4.0,520200.0,0.9015901733727213,7.984149955701666e-06,enfr
u:iOOh,164.0,959609.0,0.9006797733816798,0.00017138269268185348,iten
u:h_PK,8.0,294942.0,0.9310376550011461,2.4216731107646842e-05,enit
u:eUap,7.0,83799.0,0.37187232650604934,5.151469620583292e-05,esen
u:iTml,10.0,689088.0,0.7323294318876366,1.1773029691260676e-05,ende
u:ifPB,4.0,99330.0,0.7890887910829588,2.791436282051771e-05,pten
u:iaPi,19.0,674358.0,0.5088605161217201,1.6256001538251902e-05,ende
u:iwXo,8.0,244908.0,0.903720725968066,3.25385080336767e-05,ende
u:gIIz,9.0,3611.0,0.9128260073662675,0.0019447408740759493,esen
u:iQ8Z,35.0,856834.0,0.9656707752611423,3.4896053590742635e-05,enes
u:clLo,36.0,882015.0,0.9550380382528184,3.6812590014514106e-05,esen
u:hcXv,3.0,406248.0,0.6105084495373753,5.0024823566599716e-06,enfr
u:iD4C,13.0,581056.0,0.7843227796294875,1.7386161091060585e-05,enfr
u:gqvZ,7.0,185189.0,0.879228942981892,3.4696524960692085e-05,esen
u:hBrj,3.0,505825.0,0.6027228435101029,3.969023714528914e-06,enes
u:ivTy,15.0,861263.0,0.9332092025982138,1.589004686009142e-05,enes
u:iz4n,20.0,514175.0,0.501283597934137,3.55698213234681e-05,pten
u:gAco,40.0,945829.0,0.8207482607508534,3.2677531305029024e-05,enes
u:hS1t,17.0,520695.0,0.9441723253718272,2.9243453120036786e-05,enes
u:iZtz,36.0,266321.0,0.48031961769994996,7.270031421928463e-05,esen
u:gFcR,4.0,173036.0,0.5038905779978513,1.4535752388473051e-05,enfr
u:gTIV,18.0,594823.0,0.9230503964782798,2.351952139721599e-05,esen
u:itFj,30.0,980831.0,0.8869349476123325,2.4605975218118742e-05,enes
u:hlvH,15.0,11042.0,0.9733331169829985,0.0011600255880139915,esen
u:g5yQ,30.0,597010.0,0.9079510453330987,5.1429219911170374e-05,esen
u:hrCb,12.0,865041.0,0.8868469864760065,1.107498774618064e-05,enes
u:gKjS,14.0,847197.0,0.9275878039728094,1.6888126080028137e-05,enes
u:hkuM,38.0,848552.0,0.820184700839011,3.9862445343470914e-05,enit
u:hbQs,6.0,621226.0,0.8717732371331006,6.720189610544661e-06,esen
u:iZz1,41.0,562478.0,0.9680819996729124,6.299596161649423e-05,enes
u:gzU6,23.0,933724.0,0.9817181589556722,2.5931693697088494e-05,iten
u:hpQH,21.0,861668.0,0.9553328343861649,2.2658274266003198e-05,enfr
u:dNCV,17.0,545606.0,0.7092087320474648,3.67811060565916e-05,esen
u:iKrz,27.0,766348.0,0.9553610822440379,3.618530038238651e-05,enes
u:2dt,25.0,96642.0,0.7644085648585276,0.00014070397402991155,enes
u:ijur,25.0,943838.0,0.9381364874715941,2.276523735166866e-05,esen
u:h5ss,6.0,217225.0,0.6467962361578306,1.877784707596999e-05,iten
u:cR_H,8.0,3907.0,0.9423278268260641,0.001957473674337482,esen
u:itzU,11.0,541422.0,0.6550515259738129,1.9123667040254076e-05,enfr
u:gVP_,5.0,1089.0,0.9852007964372678,0.004264411065459359,esen
u:dG6,5.0,6560.0,0.8479092666563735,0.0008181744688181813,enes
u:dHz1,41.0,711495.0,0.9137841880593763,4.4863779122106005e-05,ende
u:ilpQ,45.0,850467.0,0.9812086508697875,4.7846479715701606e-05,iten
u:iFI0,23.0,700133.0,0.9635183919134052,2.9080030677115687e-05,ende
u:i-BD,10.0,253323.0,0.5108621126006271,2.4556471262820783e-05,enfr
u:dBYW,7.0,492862.0,0.9214194900290982,1.1209310765772083e-05,enes
u:gYM5,69.0,1018279.0,0.9249729063374637,6.342944840392377e-05,ende
u:g9Ne,10.0,213732.0,0.6947633968772038,3.47266784702573e-05,ende
u:gKQL,31.0,937926.0,0.9490520216636751,4.0711497527882774e-05,enes
u:buWy,144.0,864334.0,0.8793046537071091,0.00013714065731360104,ende
u:iOb1,59.0,948295.0,0.965818190889839,7.008536845038381e-05,enfr
u:g1P0,8.0,3163.0,0.9078809385736243,0.002616497253202241,esen
u:fQc-,31.0,505537.0,0.3038002297881717,5.776995725334975e-05,enes
u:bRKm,15.0,877843.0,0.9496736407715847,1.4028922017893187e-05,enes
u:ihha,42.0,998558.0,0.8409495983663788,5.6234616345979446e-05,enfr
u:iCKm,23.0,871256.0,0.8712290263027737,3.318923576877941e-05,esen
u:habs,104.0,891819.0,0.9676107321157529,0.00011707317853957304,enfr
u:c5fh,25.0,778444.0,0.9870981117463262,3.1990264239960164e-05,enes
u:g7Am,20.0,663424.0,0.7355884514556268,2.2919380897700474e-05,enfr
u:fgw6,6.0,164746.0,0.388766769242582,2.1770895535793518e-05,esen
u:h5Qf,12.0,594239.0,0.7886505956635581,1.1964950715867495e-05,enfr
u:iDqh,13.0,677462.0,0.7882775252853989,1.2717212797266882e-05,esen
u:ieY8,15.0,950828.0,0.7276414368847204,1.0807773205418733e-05,esen
u:dWgn,4.0,1608.0,0.9841270135185868,0.0023863409639150986,enfr
u:enSg,3.0,1314.0,0.9943863430991497,0.0023265941579296906,esen
u:i8se,28.0,188190.0,0.8267255684456853,8.98530986131964e-05,enfr
u:evCr,10.0,516872.0,0.8598306108023842,1.603242224705647e-05,pten
u:hZY-,19.0,962412.0,0.7848735793179787,1.4720767272483678e-05,enes
u:hRDO,4.0,551115.0,0.9223477970353764,6.012172320249577e-06,enfr
u:ADl,15.0,872403.0,0.9134458297100432,1.312109057230193e-05,enpt
u:clRo,15.0,82717.0,0.6785096459437596,0.00010348716583634298,esen
u:hUBF,26.0,955219.0,0.8597432564422974,3.0665746414880565e-05,pten
u:hQqE,15.0,610298.0,0.8090564550812328,1.466228890031254e-05,enes
u:gUF8,12.0,797129.0,0.9226636393888984,1.2270672748591106e-05,enfr
u:hGY_,16.0,1953.0,0.9913685257080737,0.008514616842558394,enit
u:gkOB,13.0,537964.0,0.820259966961666,2.2213377545682386e-05,enfr
u:d1A8,16.0,748390.0,0.9209913422751738,1.5858885103088105e-05,enfr
u:hUpU,18.0,377061.0,0.8278309040649621,2.8674336229206515e-05,enes
u:hcq2,16.0,610547.0,0.8983865396710611,2.3478213715942158e-05,esen
u:hX7N,4.0,273309.0,0.7550149829329017,9.217346615810323e-06,enfr
u:htVe,5.0,238360.0,0.8930200241784785,1.6406692523926695e-05,enes
u:h5zr,15.0,945618.0,0.6499312345078687,1.171298009092489e-05,enes
u:ijld,5.0,1854.0,0.9703208524145311,0.002599803248450477,esen
u:g-D7,8.0,429905.0,0.9240935163954704,1.4107199537066128e-05,pten
u:hffX,6.0,861360.0,0.6985632369789574,4.745605080334332e-06,enfr
u:iw-e,5.0,608788.0,0.907521209590184,6.223847194216417e-06,ende
u:iUPR,17.0,35551.0,0.8837574053509419,0.00032563022467954064,enfr
u:bZ98,40.0,926310.0,0.9347899731287669,4.392890439395538e-05,enfr
u:hlma,3.0,307794.0,0.6009751092353585,6.507411926873134e-06,enfr
u:gxXY,5.0,411721.0,0.4583304179739984,7.620134683237076e-06,esen
u:iIcx,28.0,858587.0,0.9091433162460466,2.4212173076982286e-05,enes
u:i2c0,29.0,420750.0,0.9098492748987411,7.173530876357355e-05,pten
u:iMvL,36.0,824738.0,0.7796241051338504,4.688575306454829e-05,enfr
u:ilOL,28.0,304805.0,0.9071446074338586,7.281301799712645e-05,enfr
u:hkA1,9.0,1828.0,0.9719049321339494,0.004955021437464518,esen
u:dZ2m,13.0,693916.0,0.901801760984069,1.668882521903286e-05,esen
u:nFZ,12.0,362448.0,0.3798861174991754,2.25213614409816e-05,ende
u:h9GG,6.0,791913.0,0.815089012958551,6.551351840318171e-06,enes
u:eT9I,5.0,606626.0,0.7724653091194913,4.956403836531e-06,enes
u:h6uG,16.0,689698.0,0.8763104495582488,1.8737012168641366e-05,enit
u:i4vP,27.0,2058.0,0.9915760621373704,0.01436479917475767,pten
u:fkN-,20.0,956088.0,0.9800280456620758,2.086291349077475e-05,enes
u:iKZ2,33.0,176881.0,0.5573511577243695,0.00019401383864623895,esen
u:ieI0,17.0,361862.0,0.6235452976093075,3.587258665534702e-05,enfr
u:e2uB,16.0,199558.0,0.7287187614625192,7.03288005097792e-05,enes
u:h4ti,16.0,692551.0,0.5410566274874846,2.279210206917115e-05,esen
u:hD1y,26.0,434179.0,0.8910002043815576,4.9495643301896615e-05,ende
u:il5A,5.0,1484.0,0.9475529381692648,0.002926094303504876,esen
u:fKmc,2.0,860584.0,0.7507590767782852,1.7447665231477353e-06,enfr
u:iK_2,43.0,711524.0,0.8293751773544271,6.539581959089121e-05,enfr
u:dajG,29.0,872096.0,0.9166131671904273,2.9099290851091597e-05,esen
u:b-o7,9.0,750542.0,0.6010354661111262,7.81706320954774e-06,enit
u:ftP9,12.0,332006.0,0.7036604182966181,2.955841916730915e-05,ende
u:gFlE,5.0,753503.0,0.7721592622794134,3.987895673816022e-06,esen
u:g-Xu,17.0,944139.0,0.9694580792077135,1.5907225807981348e-05,enes
u:iC79,34.0,860070.0,0.9585989072945255,3.926871359769129e-05,enit
u:gvV3,6.0,962237.0,0.9444968150071708,6.879359982779634e-06,esen
u:iMfb,7.0,132326.0,0.620298032874126,3.268621801258554e-05,pten
u:iCrS,16.0,525265.0,0.4262724599359165,2.8334406194670927e-05,esen
u:i5XR,14.0,356616.0,0.7098269178882297,2.4008810653029084e-05,enes
u:ejLw,14.0,811795.0,0.583564916825008,1.778496912912894e-05,pten
u:hGS6,3.0,714638.0,0.9555745520189257,3.8242868372310625e-06,enfr
u:gIcN,4.0,27000.0,0.7731753651523161,9.703993237013858e-05,pten
u:hNJp,15.0,874769.0,0.9700246486747479,1.4833198136354253e-05,enes
u:fQQ0,5.0,511307.0,0.789211098901934,7.541796687675852e-06,enfr
u:g5gq,3.0,771998.0,0.68327515404809,2.851210291804173e-06,enes
u:in7D,28.0,921227.0,0.8240565644820903,2.1393779912268183e-05,enfr
u:jbOJ,11.0,92393.0,0.7610748691804557,6.868908929170546e-05,pten
u:djZ2,4.0,558440.0,0.662058952116015,5.634357260618712e-06,pten
u:dO49,22.0,942008.0,0.9584763436167314,2.4563034864018934e-05,esen
u:eC-g,7.0,189387.0,0.4079413002042508,2.4055084478796133e-05,ende
u:im4r,11.0,618419.0,0.7427649032498255,1.6229482386529067e-05,enes
u:k6k,26.0,807119.0,0.8429847674084273,2.1801714000349154e-05,enes
u:i6UK,25.0,306723.0,0.6014327405680129,7.423442148862476e-05,esen
u:ddNS,33.0,255381.0,0.9117081351373554,0.00010498598597711881,ende
u:est5,19.0,349419.0,0.8412546560662442,4.121465148252593e-05,pten
u:ijXw,5.0,95883.0,0.7765157663749508,3.162150582110495e-05,pten
u:ht7i,7.0,153739.0,0.7648675800424228,2.620959998905236e-05,enes
u:gmjp,6.0,339573.0,0.6562150537659338,1.783710675501349e-05,esen
u:hmvu,5.0,412314.0,0.8340162272339038,1.0638365285414108e-05,enes
u:itcT,27.0,889446.0,0.9269196903153903,3.189884038554919e-05,ende
u:h_WJ,12.0,359928.0,0.8691528341050941,2.1946087115066516e-05,pten
u:gAVS,8.0,865405.0,0.7799580073085429,9.320092600207359e-06,enes
u:iTC_,10.0,672846.0,0.8406218242857353,1.258983029527875e-05,enfr
u:hXK-,4.0,104085.0,0.5082987140250828,2.4357573438297634e-05,esen
u:hVlj,7.0,238505.0,0.6761845242515734,2.365112453639731e-05,enes
u:i7QB,5.0,51352.0,0.7097169138136968,6.110964265132057e-05,esen
u:fD5B,7.0,559748.0,0.7970035639937516,1.332671248136057e-05,enes
u:eSK7,4.0,347054.0,0.7441082659170133,9.004900735620133e-06,enes
u:izDw,9.0,350584.0,0.6391732302541427,1.4353069288827747e-05,enes
u:iPt1,22.0,641610.0,0.8133042773430124,3.814938093977518e-05,enfr
u:iAcB,24.0,976684.0,0.9106219376432803,2.3137886876371488e-05,esen
u:_HV,3.0,217430.0,0.8485335875986134,1.0082014417228136e-05,esen
u:hC0n,9.0,433994.0,0.8826274038755999,1.674946561715325e-05,esen
u:iJ7A,28.0,764554.0,0.8902352103075226,4.1021279075953555e-05,enfr
u:g2XZ,10.0,874940.0,0.7106406898071634,9.030601489478492e-06,pten
u:i7m2,19.0,138934.0,0.800756511650485,0.00011305645459930053,enit
u:i4Pv,14.0,316968.0,0.8552668631535816,3.522852215137079e-05,enfr
u:gjLO,5.0,342276.0,0.9087578936270497,1.2305760265249527e-05,iten
u:izuA,14.0,681908.0,0.9404871089794785,1.7156877967948238e-05,esen
u:mND,7.0,759546.0,0.7986065418393271,7.1327764647549654e-06,ende
u:f71a,5.0,85916.0,0.7124783402673304,3.674370775263356e-05,esen
u:bcmn,9.0,262419.0,0.6711915752728213,3.0301232174741682e-05,esen
u:dpjv,5.0,988766.0,0.6514130350082281,4.0057895977859366e-06,esen
u:h7kC,13.0,9706.0,0.44687805035570277,0.0011356145442107406,enes
u:fdy9,8.0,1491.0,0.9929746069741513,0.005379060709502444,enes
u:iNJG,11.0,161676.0,0.6863101839519498,3.794668155465098e-05,ende
u:fjkp,11.0,454693.0,0.901834850261434,1.8239530791564187e-05,esen
u:fkv1,6.0,1420.0,0.9716170028742519,0.003911051765451272,enes
u:fRJE,16.0,429691.0,0.8870861618483453,2.656600839191383e-05,esen
u:hy0i,25.0,954460.0,0.6573740041322745,1.8609128489692807e-05,iten
u:cxis,3.0,519159.0,0.8004515571758445,3.855646815711781e-06,esen
u:iFEx,22.0,961933.0,0.8420986869317342,2.220482114386814e-05,esen
u:cqM8,3.0,621766.0,0.7865515842498675,3.922504494500713e-06,esen
u:ihnN,17.0,168835.0,0.9099828408254889,7.504700773658596e-05,esen
u:ide5,15.0,688491.0,0.933598698628434,2.231960851004941e-05,enes
u:iGDz,34.0,637303.0,0.896026287746157,4.033405510469251e-05,esen
u:i1qN,7.0,222954.0,0.5737858583191207,1.801230571462328e-05,enit
u:Hsy,8.0,91765.0,0.4987807125643206,6.684694556494025e-05,enes
u:g28U,13.0,344226.0,0.7987999025423287,2.9035371932456495e-05,iten
u:eeDh,29.0,953117.0,0.9768176606846357,2.7597457267484426e-05,ende
u:fZ7L,6.0,1411.0,0.9426197094424873,0.0037485232018732643,enfr
u:i13N,12.0,438544.0,0.4610754132336017,2.272793696319455e-05,enit
u:eQDv,20.0,89710.0,0.8790767030021173,0.00015579345383295845,esen
u:iE0U,16.0,845293.0,0.721933284468141,2.4043830730975607e-05,esen
u:inD2,64.0,914120.0,0.8886856844252775,6.148633173241676e-05,enes
u:h95e,23.0,884290.0,0.9198056450455833,2.3733126566248592e-05,esen
u:izf_,19.0,709939.0,0.8254575299784069,2.6452630915142403e-05,enes
u:iVJa,19.0,430567.0,0.8428862696771485,4.2425180941140686e-05,enes
u:ChO,24.0,774844.0,0.7757987722321094,2.2012952375448532e-05,ende
u:iepM,39.0,882067.0,0.9585083775586196,3.682830768007101e-05,enes
u:hkPe,15.0,248793.0,0.7806117794016273,4.131376053024368e-05,ende
u:d7xW,20.0,866024.0,0.8631212116804492,1.6205913977848826e-05,ende
u:gUxR,7.0,727509.0,0.8471918092655097,9.362123397694363e-06,enes
u:bqEl,4.0,937124.0,0.7512982129081894,2.6741939594616067e-06,enes
u:i3UJ,13.0,342090.0,0.8741006286270186,3.4486504538718484e-05,esen
u:fRWx,11.0,733773.0,0.9634933171763409,1.2848212190373011e-05,enes
u:izkv,7.0,6689.0,0.8376692064979954,0.0007397026370126845,enfr
u:hAWn,9.0,248441.0,0.7960256485731598,3.385299346405468e-05,ende
u:hw8c,38.0,1005042.0,0.8682860165946417,3.020969530007875e-05,esen
u:eaml,4.0,119896.0,0.5045553730358752,2.10013516408341e-05,esen
u:fKkT,24.0,237858.0,0.9205497144353776,8.339778135246389e-05,enes
u:i83t,21.0,194843.0,0.6035762559142205,7.201960437718334e-05,enes
u:hghH,5.0,477273.0,0.952473306840067,8.996941625964586e-06,enit
u:hmke,23.0,525767.0,0.8575624785766446,3.80720366526999e-05,enes
u:g-Eu,8.0,836656.0,0.8462328564743448,8.406276911344754e-06,enpt
u:hj7N,4.0,119327.0,0.515979930218138,2.1519607386105883e-05,iten
u:iHj8,21.0,709588.0,0.7861385656035372,1.80540491937932e-05,pten
u:cfTZ,12.0,777310.0,0.6256427864958042,1.0483163259424447e-05,enes
u:g_uP,38.0,848923.0,0.8926399952679555,4.301290478005269e-05,esen
u:fHri,10.0,605713.0,0.8115953558620694,1.0125907543436828e-05,pten
u:ilXs,20.0,687163.0,0.9226425804992893,2.971776976149364e-05,enfr
u:f8x7,29.0,378050.0,0.9054986768790123,7.405262624802803e-05,enes
u:cjOo,11.0,162408.0,0.74173562239543,3.7527831552660946e-05,esen
u:goix,4.0,1246.0,0.9971590652979904,0.0031258904868275562,pten
u:hx8u,15.0,438273.0,0.7341989802445346,3.552999272870743e-05,pten
u:iXlL,10.0,83088.0,0.8188697314739483,7.800819303983675e-05,enfr
u:7eD,2.0,441226.0,0.7608679630480528,3.448880904788262e-06,enes
u:d89r,27.0,976276.0,0.9790422345243652,2.4471991429666635e-05,ende
u:gVqC,13.0,611740.0,0.938398187609981,1.8430988570398672e-05,enfr
u:eSed,5.0,20087.0,0.4695547425164763,0.00015948620992640834,enfr
u:hkN1,7.0,260457.0,0.9180924630898069,2.4256846210294713e-05,esen
u:fLSI,7.0,348396.0,0.4947231027190592,1.406845559114355e-05,esen
u:dGO4,6.0,25753.0,0.7624449139236444,0.0001394859072457027,enit
u:hAQs,41.0,958501.0,0.9544552102388661,3.999956135572087e-05,ende
u:iOFz,13.0,487014.0,0.8302532669740927,2.1123301451614814e-05,enes
u:hv0b,6.0,745427.0,0.8844894421176492,5.885297910058423e-06,enfr
u:iB89,8.0,556770.0,0.7510022190781014,8.099557966885035e-06,enes
u:hvd7,14.0,950027.0,0.755903606341334,1.3580613753881297e-05,enfr
u:hdK8,9.0,175917.0,0.28271795132165045,2.9113165618540882e-05,esen
u:gw94,15.0,884663.0,0.895704921284087,1.6897651040692542e-05,enfr
u:ioMZ,22.0,870337.0,0.9674604321527572,2.1568626727139476e-05,enes
u:h0X8,36.0,480406.0,0.6537896869792659,0.00012214903662336452,esen
u:hMc9,3.0,606574.0,0.8003521800359813,3.299384605892834e-06,enit
u:il05,31.0,899877.0,0.8901150096546776,2.531028666172747e-05,esen
u:fKd7,40.0,968187.0,0.8502633597485573,5.2025472806074034e-05,enes
u:fRaj,9.0,99254.0,0.7663408353153178,5.598816080925886e-05,enes
u:iVXS,29.0,639619.0,0.7526594006862778,4.389262808518246e-05,enit
u:fo1J,14.0,858264.0,0.9615989936198712,1.3135108910053524e-05,esen
u:gRvN,4.0,417963.0,0.6891255497083858,7.553617070787029e-06,esen
u:ih1K,16.0,516880.0,0.4888231431624679,3.021748033684803e-05,ende
u:jb_n,7.0,78119.0,0.772850903071079,5.2289307393028864e-05,esen
u:feyk,18.0,579143.0,0.9437148769338599,3.165358695466788e-05,esen
u:fgnZ,5.0,490670.0,0.6970068945589414,6.219553631822116e-06,esen
u:gIu-,21.0,671374.0,0.8635652286302182,2.8786688780080123e-05,enes
u:ibXF,10.0,607774.0,0.9018340653569611,1.3693565378481788e-05,enes
