,max_ti,dur,r2,slope,ltl
u:hO9h,26.0,804081.0,0.9138383427173418,2.8571414494680798e-05,enit
u:g_ba,16.0,920600.0,0.6775151779774005,1.923480913207665e-05,enes
u:hWgm,7.0,195082.0,0.34380891910005096,2.0959835285309206e-05,esen
u:gg-h,18.0,721803.0,0.9068609328864187,1.9061067114591533e-05,enit
u:hDSl,3.0,600221.0,0.8006851181729598,3.3363881756778736e-06,enfr
u:bXdY,8.0,183297.0,0.9355426974084731,3.6901349664273127e-05,enit
u:ht0S,5.0,1045.0,0.999536839160404,0.004722433770331283,esen
u:iV56,29.0,563962.0,0.757897216676897,3.507837517017182e-05,esen
u:iLXq,14.0,488564.0,0.19314554462264688,1.5631233039232788e-05,enes
u:ecOm,5.0,611465.0,0.8416999779718073,6.895712911801314e-06,esen
u:i_dl,18.0,245165.0,0.6147130917164487,4.4578243154752124e-05,esen
u:hbZR,8.0,78421.0,0.3235166421930438,6.024780260961876e-05,enfr
u:ioWP,27.0,606084.0,0.9364309308697617,3.781781760248862e-05,esen
u:iQs5,12.0,254078.0,0.9196693135582119,4.09274523714975e-05,esen
u:i3oF,7.0,249359.0,0.7839607295710666,2.8262610158057947e-05,enfr
u:56j,4.0,607727.0,0.5023442476267453,4.127705595755036e-06,ende
u:gN1p,9.0,1717.0,0.9402060701629267,0.0052006034722387835,esen
u:iJuk,34.0,893168.0,0.9231383985866725,4.1301336412320435e-05,enes
u:gaks,8.0,55964.0,0.6856159806711651,8.18945819768232e-05,pten
u:fM5s,11.0,717826.0,0.8768251064236235,1.5089490159365128e-05,enes
u:daK_,8.0,542961.0,0.8746229449042029,1.4083432593464985e-05,pten
u:ij7s,8.0,520406.0,0.9650716002929637,1.3539600748803112e-05,enit
u:gnOO,24.0,995569.0,0.8883538421293492,2.6946367818509312e-05,enfr
u:dWmB,4.0,607855.0,0.8018240611087886,4.873851163621595e-06,esen
u:1EH,5.0,829858.0,0.9630176018633502,6.088255249607084e-06,enes
u:iQ-0,34.0,777764.0,0.7886943744611633,3.14102414091383e-05,enpt
u:gNUc,10.0,257787.0,0.8421444417433787,3.8731895815511775e-05,enfr
u:gJjR,44.0,254749.0,0.8908898176877359,0.00013241614434560876,enes
u:iQrn,101.0,878643.0,0.9808485717085161,0.000120699616025762,ende
u:guHz,45.0,959789.0,0.9515117440730319,4.2458859446819816e-05,enit
u:ft3c,8.0,12093.0,0.8165959024739748,0.00043754022279369976,esen
u:fRT8,4.0,108522.0,0.7571140084892598,2.3352220239324515e-05,ende
u:h1hJ,28.0,656165.0,0.7930010060800796,3.424839147059277e-05,iten
u:ib73,28.0,918040.0,0.8611751637515687,2.8557273445216375e-05,enes
u:dzbG,22.0,435565.0,0.3616856734780688,3.354909572426919e-05,esen
u:iU9A,44.0,115267.0,0.765815532364035,0.0002466433142762505,enes
u:iBbF,24.0,765002.0,0.5704116420338885,1.856529386501453e-05,esen
u:iLk8,40.0,831829.0,0.8652774474155421,5.0565399822318985e-05,esen
u:icKk,34.0,943709.0,0.9441482928738234,3.314569775491135e-05,pten
u:iCVU,16.0,935457.0,0.9314758591311605,1.4977923040202964e-05,enfr
u:iljh,4.0,157377.0,0.5465911132136623,1.7198080467107655e-05,pten
u:Mrs,11.0,242411.0,0.8670497254387317,3.6807244460568875e-05,enpt
u:hGQT,15.0,841665.0,0.812570893147323,1.1496650903519006e-05,esen
u:dRzo,9.0,759966.0,0.84470064857786,9.87057070136637e-06,esen
u:ge9D,35.0,243689.0,0.8241618406089868,0.00010185722571490473,enes
u:ia0T,17.0,269561.0,0.6260273623438395,3.831115984858323e-05,enes
u:iuSU,23.0,273816.0,0.74944005412212,5.1681877672757654e-05,ende
u:g7NZ,4.0,951314.0,0.750256260196017,2.629209583300539e-06,iten
u:fNuI,11.0,887733.0,0.49151718385731213,8.553517631741997e-06,enfr
u:iJMP,105.0,523122.0,0.7355258213942859,0.00015260832161594976,pten
u:iv4O,8.0,957754.0,0.8231572927834387,7.84677742526909e-06,enes
u:fQzh,10.0,1008273.0,0.8438887520501706,8.278840228580938e-06,esen
u:e7eD,6.0,253441.0,0.7536968756727253,1.3910411111999263e-05,esen
u:h2Ue,7.0,336453.0,0.7461757285587629,1.291177940916443e-05,pten
u:ilkx,4.0,604308.0,0.5047992849248032,4.16640971782441e-06,esen
u:hGT-,16.0,170838.0,0.6388683724771064,5.120626972884612e-05,enit
u:iNsN,35.0,396834.0,0.6886414674790475,0.00011212540293652676,enes
u:iH6V,15.0,878793.0,0.9004958547385666,1.3121016645027667e-05,esen
u:g474,5.0,239877.0,0.6906284708988628,1.2655011866803101e-05,enes
u:I22,9.0,608797.0,0.7907296711946957,9.352290827415726e-06,enes
u:iPfw,56.0,789925.0,0.9462783373977545,6.54939981835189e-05,enit
u:gn0x,18.0,528175.0,0.42577095856949254,1.9324259034094653e-05,enit
u:glE1,8.0,193839.0,0.7554683079115596,2.3484467362419216e-05,esen
u:c6jY,9.0,3548.0,0.9425972123728756,0.002489691527662112,esen
u:fZky,5.0,174731.0,0.7783031449014564,1.7391860403152025e-05,enes
u:hdSi,4.0,57560.0,0.7560166950033133,4.392151787341548e-05,esen
u:iwwy,22.0,85438.0,0.7459945558760239,0.00014144485396451866,enes
u:iKV1,19.0,854342.0,0.8281794363675614,1.536596967242656e-05,enes
u:hjC9,5.0,94063.0,0.7750777748222146,3.2153889511686255e-05,esen
u:dw2Z,18.0,538255.0,0.8580207829978881,2.403034937642524e-05,pten
u:ijdt,8.0,155003.0,0.31027153472100666,2.9642833163371226e-05,ende
u:iQJe,8.0,272530.0,0.8914504456279357,2.3018013376785304e-05,esen
u:hGFh,4.0,258187.0,0.7561198183371016,9.812270380426085e-06,esen
u:fVLx,7.0,538624.0,0.8910905614839543,1.0288535637382356e-05,pten
u:gXS,5.0,899071.0,0.8275264964465381,5.181593240042685e-06,ende
u:hW--,24.0,374835.0,0.6113714134079389,3.882309540616929e-05,enes
u:eYEw,15.0,712542.0,0.7541041070975455,1.7819076582273485e-05,enfr
u:EWQ,6.0,4083.0,0.5210460381334036,0.001102993049651115,enes
u:O21,18.0,781484.0,0.7438801182284352,2.1773442645513874e-05,enes
u:eouL,12.0,85159.0,0.8262161918391899,0.00011077544096859505,esen
u:iggu,24.0,866706.0,0.9627335017091304,2.4167184114276895e-05,pten
u:bOGA,7.0,162323.0,0.8897578167188193,4.168967024311137e-05,enes
u:h5SW,5.0,733268.0,0.8415796283927006,4.924445809847277e-06,enit
u:iWUv,57.0,674797.0,0.8866790573713295,7.574836928450642e-05,esen
u:hkyG,27.0,672044.0,0.4675673768913463,4.01843809353349e-05,enit
u:hNp9,26.0,15319.0,0.896361993613842,0.002011738162821936,ende
u:fc3H,5.0,2681.0,0.8840539707106014,0.0014185068067148509,esen
u:n5l,4.0,522305.0,0.7507503278501693,4.793126808236508e-06,esen
u:eTV9,14.0,78811.0,0.7842719902264872,0.00013756752877373973,esen
u:iKv8,8.0,2905.0,0.9478555638510722,0.0023195747545095165,enes
u:gHpo,32.0,687440.0,0.6721798085923522,2.4285281855793803e-05,enfr
u:f7p5,12.0,798766.0,0.9159696928932647,1.559151593645102e-05,enfr
u:itDB,29.0,855993.0,0.8640917564676203,2.169447940150642e-05,enes
u:iSu7,37.0,674179.0,0.804002170799328,5.3401879747806206e-05,enit
u:iQwa,8.0,259603.0,0.8081210944643019,2.700422026297218e-05,esen
u:gYga,34.0,441260.0,0.9568927482559236,7.586914668838776e-05,ende
u:iR4q,15.0,181019.0,0.8390527561319036,7.403940511234454e-05,enfr
u:hYom,41.0,186963.0,0.8338784915172726,0.00015342550841322884,esen
u:cKGv,4.0,561824.0,0.7516436259689933,4.464526277278704e-06,esen
u:mFa,15.0,722219.0,0.8142617211495503,2.3601707529556024e-05,enes
u:hjxU,32.0,977777.0,0.9365842987930288,3.3361354371742875e-05,ende
u:ho8S,6.0,374253.0,0.7542440473049304,1.1367540823157721e-05,esen
u:gzca,62.0,870392.0,0.9108619357089387,7.179587615628492e-05,enfr
u:bi_R,22.0,945205.0,0.9514047795333452,1.9553754616043508e-05,enes
u:iWTD,26.0,600209.0,0.8601670108527654,3.38775087831798e-05,esen
u:hJ_Z,10.0,587857.0,0.577627880347486,1.1117063812992539e-05,iten
u:hPDd,4.0,1704.0,0.9635481846999945,0.0023358743871515013,ende
u:gvr9,5.0,697266.0,0.7432149615094965,4.598529294497834e-06,enes
u:fzjc,13.0,625498.0,0.9375725814802826,1.7293744077449895e-05,ende
u:hNaP,9.0,65825.0,0.6509023354634852,7.827097002458569e-05,enfr
u:h4A3,35.0,519848.0,0.9533970853362753,7.82610494934164e-05,ende
u:iXrQ,13.0,509151.0,0.5734786939911863,1.744984640956467e-05,enes
u:gI2E,71.0,609351.0,0.781266377295415,9.400030890460136e-05,enes
u:d8oE,1.0,346488.0,1.0,2.88610283761631e-06,esen
u:gQMU,4.0,155391.0,0.752891949460906,1.6171332242078685e-05,esen
u:jc0Z,23.0,96514.0,0.8120056555448306,0.00017546480635617778,enes
u:iHNS,14.0,513708.0,0.5237127893729494,3.15516038292417e-05,enes
u:hCfD,7.0,246055.0,0.5175902351955274,2.0018011576112177e-05,enfr
u:izqo,6.0,340821.0,0.6274553073315876,1.0315868077415306e-05,enes
u:iCXP,8.0,340388.0,0.8343621784187718,1.770343238984054e-05,enes
u:e4bk,29.0,951421.0,0.8262863881230855,2.602602077443858e-05,esen
u:iw9i,22.0,737709.0,0.6677252763538388,3.0672783312169604e-05,esen
u:cs5L,21.0,454683.0,0.7012885258023527,5.0842640122055485e-05,ende
u:fMIT,9.0,613344.0,0.8981679397666901,1.3781665661994109e-05,esen
u:ihPa,16.0,534899.0,0.8504410569076754,2.108251744046193e-05,esen
u:iGCZ,16.0,434056.0,0.8287530672342054,2.7363665222988875e-05,ende
u:iDfu,9.0,435752.0,0.7855781682422054,1.6335049431578556e-05,enes
u:iPUg,7.0,92068.0,0.7181341941296934,4.377449831638004e-05,enes
u:i93c,12.0,224633.0,0.7661699170502058,3.333722025990664e-05,esen
u:eoyL,4.0,395463.0,0.745363465966801,8.826060605667486e-06,enfr
u:dzB-,8.0,241923.0,0.5951106828182239,2.718368564229378e-05,esen
u:I_P,25.0,629323.0,0.9574965609469409,3.2531096512374025e-05,enes
u:iVi3,9.0,236602.0,0.27611703275460703,2.1296492899040736e-05,esen
u:NxG,7.0,575508.0,0.6106583315238274,7.452963906768901e-06,enit
u:iw_q,7.0,1259.0,0.9899181640464757,0.0055905019349135375,enes
u:i6tt,14.0,352017.0,0.7583817321077636,3.8548598994322246e-05,esen
u:dRXL,3.0,293987.0,0.6918309895865538,7.5628541399421054e-06,esen
u:gmeV,30.0,599790.0,0.8498105439381095,3.1874156323818704e-05,ende
u:ivWb,25.0,332307.0,0.5395822169747804,4.895426258372039e-05,enes
u:i020,15.0,118913.0,0.8958002739292076,9.326583846687369e-05,esen
u:iEWf,11.0,344757.0,0.7647019694451097,1.851554321543736e-05,enpt
u:imjC,18.0,360515.0,0.7139762102536797,3.4467367073479855e-05,esen
u:eF78,9.0,732046.0,0.9530689989093708,1.2653060397186668e-05,esen
u:e8we,5.0,1073.0,0.9940594413001536,0.004602127043056266,pten
u:hybA,5.0,388965.0,0.7808795937091887,1.1302844148815095e-05,ende
u:ip4S,36.0,615336.0,0.46372404559215136,6.026356116532246e-05,enfr
u:iK_j,44.0,682934.0,0.8122194530316221,7.93863519007237e-05,enit
u:iA25,34.0,797184.0,0.8712663698231113,4.0583637687062254e-05,pten
u:Z1L,25.0,12640.0,0.8561414575951816,0.0019314112625183216,enes
u:inp9,93.0,466390.0,0.73526360989313,0.00013318787714994778,esen
u:eyXa,105.0,1004354.0,0.9599848719712288,0.00010196986100937443,enfr
u:i45J,31.0,379585.0,0.6031164772741973,8.133622978941117e-05,enes
u:g1C2,11.0,816830.0,0.8210588578224359,9.595125224321108e-06,enes
u:iQAT,47.0,610339.0,0.9549845181179412,6.486396627548225e-05,enes
u:hDgF,26.0,635115.0,0.8744625037572546,2.873243906808039e-05,enes
u:e3K7,4.0,966255.0,0.7196064654524363,3.7229272284589073e-06,ende
u:bflP,3.0,54694.0,0.8702182087236471,4.178036760978506e-05,enes
u:ifmr,20.0,20219.0,0.7627576702371962,0.000595488144025373,enes
u:hwB7,6.0,595924.0,0.6281464978482209,5.9081480910826995e-06,enes
u:gwDa,4.0,511483.0,0.7505695952063651,4.892945979234221e-06,enes
u:h46M,7.0,863198.0,0.6931344196757037,5.964910162359847e-06,enes
u:iSrr,28.0,511393.0,0.43044856895642786,6.132197393318209e-05,ende
u:h_VI,96.0,971756.0,0.8997271440135698,0.00015642714878436062,enes
u:iKLB,66.0,961716.0,0.9478679863386618,8.00654139906059e-05,enes
u:c4cu,12.0,608575.0,0.7417166952242945,2.0705603438921193e-05,enes
u:g0li,4.0,260412.0,0.7527679760758318,9.643539925106065e-06,esen
u:oHP,5.0,96026.0,0.444491382960741,3.206724286164272e-05,esen
u:ceYV,40.0,872470.0,0.933716481578437,3.78355575387243e-05,esen
u:gWF5,5.0,5889.0,0.9218113201412248,0.0007256234668138197,enit
u:isYw,13.0,308294.0,0.8495188341081039,3.494977939729066e-05,enes
u:dPoR,12.0,665669.0,0.8780914047374163,1.8166375113966773e-05,enfr
u:hpIi,4.0,435847.0,0.7562772287630262,7.192666443132438e-06,enes
u:DMU,11.0,344332.0,0.9440607871288056,2.9314952711840534e-05,enfr
u:gCk5,6.0,4129.0,0.8788787357650857,0.0010809841687424732,pten
u:bmc,40.0,521675.0,0.9653857019691415,6.178652293514775e-05,enit
u:iBEb,25.0,909367.0,0.9497837202224136,2.769794757758343e-05,enit
u:iPLy,24.0,149651.0,0.8422973541097573,0.00014842038921897445,enes
u:cXow,2.0,772192.0,0.9948937853109309,2.5768041764507553e-06,pten
u:dC9G,4.0,254416.0,0.8941098033073066,1.6271334000132968e-05,ende
u:iTJ7,12.0,470311.0,0.7888741810017844,2.9788947492299327e-05,enes
u:ipgs,31.0,698366.0,0.8995932264435498,3.0245779593287664e-05,pten
u:g3yl,18.0,507436.0,0.5756316113873071,3.6072694924114986e-05,enfr
u:hMhR,34.0,866803.0,0.8652465480325615,2.830035345160978e-05,esen
u:bRm,2.0,979.0,0.9989490499411466,0.0020407539324640385,ende
u:dDiN,11.0,453570.0,0.8702773303423025,2.5459748832382287e-05,enit
u:gs17,11.0,425848.0,0.8899083887339668,2.753503891781962e-05,ende
u:c_f7,15.0,429518.0,0.6509468018871297,1.8791651121359002e-05,esen
u:iM8s,7.0,87185.0,0.33885246383311046,4.6427231294417166e-05,esen
u:e9vY,18.0,689226.0,0.8427931559083258,2.7620705524441576e-05,enes
u:eR9F,14.0,181754.0,0.8998371503556706,5.574933970427318e-05,enfr
u:iW8k,13.0,612975.0,0.7856959259385716,1.6888661920537063e-05,pten
u:irmA,22.0,160335.0,0.6319631940059368,8.099514702096527e-05,enfr
u:Bz_,40.0,608843.0,0.8379708469417041,6.337941916453825e-05,enfr
u:fMBg,13.0,112104.0,0.5951242453610879,7.100263226893661e-05,enit
u:hXjm,13.0,422521.0,0.403870609129853,1.756256886299532e-05,enfr
u:hEwR,15.0,943254.0,0.9382700583047161,1.4502185240304737e-05,enes
u:iOUC,21.0,517360.0,0.8657797413543751,4.9389763479276285e-05,pten
u:Kj0,13.0,611045.0,0.8552777947199692,1.606765992776685e-05,enpt
u:h3i9,12.0,417021.0,0.9066854414963958,2.3343055368257888e-05,enfr
u:iXCq,11.0,347643.0,0.7372291210048181,1.7369334170249146e-05,enes
u:iSCT,24.0,760599.0,0.8568090951621536,3.378078171335868e-05,esen
u:fB8F,7.0,672685.0,0.630206148043657,9.337093835788846e-06,ende
u:hUIg,3.0,1013.0,0.9828904547364717,0.0028292759203698095,ende
u:h8j8,22.0,677264.0,0.8257218990558665,2.1991819106811004e-05,ende
u:gb5Z,5.0,940965.0,0.8289101471822543,3.981928218616101e-06,esen
u:gdOO,4.0,8921.0,0.8254690553038521,0.0003219081446413649,enes
u:b9Nz,2.0,175582.0,0.7648290300436115,8.711929811069603e-06,esen
u:pxV,5.0,178868.0,0.44271156749366974,1.7281674467107113e-05,enes
u:f9jI,35.0,979452.0,0.9683196876193597,3.385451090656406e-05,enpt
u:hI9x,22.0,961209.0,0.9237106417902728,1.909231795114751e-05,enes
u:iwQ3,32.0,594196.0,0.9097442372028955,4.162442170355233e-05,enfr
u:hQEJ,4.0,791.0,0.9912773170366009,0.005133492061297778,esen
u:g0Vb,11.0,644076.0,0.928163696682329,1.9240447539485043e-05,esen
u:iICQ,15.0,683379.0,0.8804294746870625,2.0113846583138917e-05,esen
u:f4T-,18.0,10902.0,0.9073687784079651,0.0011784547112936113,enes
u:ba4D,30.0,950621.0,0.9817895382839261,3.1860050450888126e-05,enfr
u:iE0D,46.0,923116.0,0.8729353112396512,4.175980335951546e-05,enes
u:h_L4,12.0,616045.0,0.5923533129324041,1.1965980490926761e-05,pten
u:fg3k,14.0,559934.0,0.9057101701912589,2.5151250115398e-05,enfr
u:iBqO,35.0,693870.0,0.8055342529600878,3.32956327548442e-05,enes
u:e1Qx,15.0,854416.0,0.9098060142158775,1.814870093149548e-05,pten
u:iq3z,18.0,692141.0,0.8483668489976048,2.7331037021318648e-05,enes
u:f9vU,11.0,434834.0,0.8075374810692413,1.7198310756344513e-05,esen
u:b5y3,13.0,259819.0,0.7612482555897597,2.8545511704894242e-05,esen
u:iVtl,58.0,515345.0,0.7207987495829171,0.00010563076393532383,enes
u:h361,8.0,586714.0,0.7753410455951558,9.433327243715322e-06,esen
u:iGG_,18.0,547051.0,0.8284868506175002,3.2559256646950766e-05,esen
u:hE6V,14.0,755956.0,0.8018969999795644,1.1775821776366594e-05,enes
u:iixY,26.0,881439.0,0.8664142921031979,2.9516730738010053e-05,enes
u:hFRM,10.0,602418.0,0.9051347692388076,1.5806288778184953e-05,ende
u:h2xv,16.0,827836.0,0.9119585550941864,1.4135065825713852e-05,enes
u:hUwm,8.0,883928.0,0.8805331675395784,6.906121727003265e-06,esen
u:i4o6,33.0,379174.0,0.9723569642107903,7.96769652469575e-05,enit
u:fFp_,5.0,552532.0,0.8112552246500165,6.209138932655061e-06,esen
u:g5BK,6.0,436523.0,0.7519357307358459,8.046974429334402e-06,esen
u:f3fy,11.0,341208.0,0.7040551980807208,1.8879398027382673e-05,enfr
u:fiz_,9.0,480745.0,0.8429201064398748,1.7015160221866975e-05,esen
u:iPDo,37.0,885421.0,0.9304995389735218,2.951840486211915e-05,esen
u:gT0S,10.0,865832.0,0.8461719033078351,7.728253662711402e-06,esen
u:gnWb,8.0,162398.0,0.7606863721210573,2.8432728391788008e-05,esen
u:hWyZ,8.0,24714.0,0.3839824779838563,0.0002124286448668238,enfr
u:iqzL,22.0,971037.0,0.910802376460302,2.179609591202074e-05,enes
u:if1o,9.0,555715.0,0.6202421419723421,1.0629943738907981e-05,pten
u:hWHZ,5.0,77003.0,0.44758456062114294,4.024916914622366e-05,enes
u:ftRV,9.0,814089.0,0.7928297640858502,8.207880433553799e-06,pten
u:hpRc,24.0,665443.0,0.8456276003439847,4.0474516645127456e-05,enes
u:hjTF,7.0,443005.0,0.7118695474992891,1.256180207963574e-05,esen
u:hSBO,20.0,848892.0,0.9449804878599538,2.1876789017326432e-05,esen
u:iPdv,30.0,803915.0,0.9170096685691861,2.79827310812738e-05,ende
u:fzsc,10.0,377785.0,0.7805254082021272,1.977978012738404e-05,enfr
u:dx0u,11.0,174956.0,0.7661529566528353,3.5226589869017595e-05,esen
u:hmKX,6.0,1486.0,0.9840743520474345,0.0038547960069009756,enes
u:fvVy,9.0,432679.0,0.27720973550522854,1.1678258989544292e-05,esen
u:dBT5,19.0,951407.0,0.8882927584180239,1.5327440740473835e-05,iten
u:NuB,11.0,262252.0,0.8731381512546317,4.00568474213548e-05,ende
u:g-7,8.0,275324.0,0.8500657171734686,2.9863157117484352e-05,enes
u:epB7,8.0,297155.0,0.7534069077354765,1.7462564213710322e-05,esen
u:iqKX,23.0,776588.0,0.569084125137546,2.945745480464542e-05,enfr
u:dmOj,22.0,787497.0,0.8418856086412907,2.675985073529159e-05,esen
u:gNNL,49.0,1011599.0,0.9404000399804653,5.195359454608077e-05,esen
u:iW77,29.0,547804.0,0.909472702005581,3.9577571455461155e-05,ende
u:i0Dt,5.0,462314.0,0.81425960873267,7.1768756939489315e-06,pten
u:g4je,6.0,169916.0,0.8989321975040896,2.986776303593196e-05,esen
u:hMca,23.0,501974.0,0.3180605643977831,2.8621205648802633e-05,enes
u:42w,6.0,505654.0,0.9410234088942879,1.0805958733911756e-05,enes
u:jfIy,13.0,58496.0,0.8493335539268702,0.0001468210914419536,enit
u:i2jN,21.0,259010.0,0.7518167062494535,4.325221014844763e-05,enes
u:h6eL,34.0,809229.0,0.9466560275149131,4.6255654880707216e-05,ende
u:g2Ym,4.0,677776.0,0.7508660858229065,3.6944507710178743e-06,esen
u:in86,10.0,248730.0,0.8790944080736048,2.937966761553091e-05,enfr
u:gIeK,42.0,945103.0,0.9458835017660259,5.69538421512299e-05,enes
u:hjFY,14.0,430662.0,0.8201152758549969,3.2112454600252516e-05,enes
u:fmpu,19.0,681119.0,0.8330525057699918,1.6801660814519285e-05,enfr
u:citc,8.0,942744.0,0.873355706676608,6.236961620649203e-06,esen
u:iFBf,50.0,960733.0,0.7920541759669812,5.181131271752706e-05,enes
u:dEte,11.0,629386.0,0.8234371067716775,1.1608278718191308e-05,ende
u:fGLY,44.0,768833.0,0.8756201279174685,6.578894676431487e-05,esen
u:cGkX,15.0,988531.0,0.9155196411829526,1.4318743282368826e-05,enes
u:fNfQ,12.0,295173.0,0.8177269143441546,2.6507720596481498e-05,enes
u:fW7j,11.0,558222.0,0.8377011729537599,1.4931428552317119e-05,enfr
u:d18T,5.0,522086.0,0.854492248351019,6.62811514093655e-06,pten
u:hSQc,6.0,168399.0,0.3828521162638342,2.1082911319601775e-05,esen
u:i7ZT,7.0,269430.0,0.8337040603879491,1.99854801766809e-05,enes
u:h_hr,40.0,867456.0,0.9143369031436638,4.422983390330381e-05,esen
u:d7d8,7.0,16960.0,0.8842616207317213,0.0003271192033252943,esen
u:iGwO,11.0,512180.0,0.7959900232268888,1.5211696015037765e-05,enfr
u:fl3P,13.0,13227.0,0.9113654173297265,0.0008240193646742556,enes
u:yTX,13.0,275970.0,0.3827991944905809,2.618303108198053e-05,enit
u:idQ5,10.0,79974.0,0.7398348077251281,9.462277179863417e-05,enes
u:jcgz,14.0,7868.0,0.885445430437586,0.0017204927136003501,enfr
u:hFGS,12.0,248614.0,0.8195704712683288,3.7420727349795435e-05,ende
u:hIHn,12.0,183896.0,0.8023967223320695,5.017931340257392e-05,ende
u:doNa,4.0,694980.0,0.7522253770037611,3.6119219991556833e-06,enes
u:e7p6,4.0,342394.0,0.8610895861208554,8.389170095582314e-06,enpt
u:hYJw,17.0,704083.0,0.8883921677324139,1.885434678317493e-05,enes
u:hhIh,6.0,728544.0,0.9052537216347527,7.004872799575591e-06,enes
u:duul,30.0,787291.0,0.45191729482059817,4.1398928274064094e-05,enfr
u:i7r-,24.0,266365.0,0.9032134729624458,7.354001853323996e-05,esen
u:hF9t,26.0,948270.0,0.9678572700033623,2.6490077893793665e-05,ende
u:iS-j,17.0,89850.0,0.3144390778303006,0.0001747717443577955,enfr
u:fEdw,5.0,776747.0,0.8265543985098159,4.81123279659351e-06,pten
u:iV9B,9.0,281707.0,0.6509680963839973,3.319581372079275e-05,ende
u:gKBp,11.0,499749.0,0.9217821375068312,2.101175268947272e-05,enit
u:iofW,20.0,884006.0,0.9181091249052018,2.135027749938693e-05,ende
u:i2gV,11.0,131740.0,0.8859467408499204,7.779864338929302e-05,enes
u:iSIQ,9.0,672091.0,0.8084388661007916,9.882899714841428e-06,enfr
u:d5Lx,3.0,3116.0,0.9640037766665197,0.0009008539170792634,esen
u:i7o8,12.0,190636.0,0.8321586099181321,4.216102758080735e-05,pten
u:gjKm,3.0,438492.0,0.980474587364417,7.020816579469878e-06,iten
u:fXQC,7.0,516703.0,0.9188452302506372,1.0711613077521077e-05,enpt
u:Sza,21.0,350754.0,0.8830967284846737,4.0283073509641835e-05,enes
u:dGrF,36.0,263415.0,0.933840689665851,0.00011268484584056594,enpt
u:ieLU,9.0,332057.0,0.8862820457311427,1.9706492117639456e-05,enfr
u:jbWV,35.0,111339.0,0.3716475549265551,0.00026893846630921225,enfr
u:fWIO,18.0,348987.0,0.8233171168830891,3.9584436761613895e-05,enes
u:hQhd,33.0,897958.0,0.8412435693655143,2.730211209012067e-05,esen
u:isMJ,71.0,949026.0,0.9701203212001299,6.223259985409235e-05,enes
u:gcUx,5.0,933413.0,0.933432173463634,5.395307747071722e-06,iten
u:d2Z7,3.0,85709.0,0.8025267533504836,2.3445471109729434e-05,esen
u:hV9a,5.0,68886.0,0.7774881026123065,4.406194364750348e-05,pten
u:goQl,55.0,978535.0,0.893825797379131,5.03595257367392e-05,enes
u:hjQ6,7.0,9101.0,0.8964725028169959,0.0005857747735319604,iten
u:fqD9,24.0,870746.0,0.9027217741980665,2.6964222171630703e-05,enes
u:duYq,14.0,350841.0,0.8499942496294542,2.7509421161597466e-05,pten
u:grlS,11.0,700819.0,0.6922813430631002,1.5067341718098987e-05,enfr
u:dgsA,2.0,252591.0,0.7522328388033015,5.956133344444587e-06,esen
u:bIH_,9.0,176867.0,0.49560948989900827,2.8793696251699832e-05,enfr
u:iJrv,16.0,995946.0,0.846010900785245,1.612058334644348e-05,enes
u:h7HV,20.0,389043.0,0.8913015971234384,4.595605935906187e-05,enit
u:igfQ,121.0,315218.0,0.7581157990715374,0.00031484412295255016,esen
u:heRz,6.0,952254.0,0.7953779304859968,5.064154602440806e-06,pten
u:h3Xm,12.0,2597.0,0.9271125893163366,0.004478685899285288,ende
u:iEjE,16.0,264334.0,0.6315907795629876,5.746075924605667e-05,esen
u:h4Lo,27.0,465976.0,0.774479291619642,7.834050711108834e-05,enfr
u:hAKQ,4.0,608602.0,0.7830801546121264,4.507504281760558e-06,esen
u:g1qP,5.0,118296.0,0.6950072247133658,2.5829457130414634e-05,enfr
u:h8Rh,36.0,583335.0,0.9419627635002552,6.001754328492417e-05,esen
u:ilpJ,7.0,178018.0,0.7169363826696467,2.2582908898462513e-05,pten
u:iOwb,37.0,991706.0,0.7497528233062354,3.654080509191604e-05,ende
u:fbFB,4.0,91307.0,0.5419010893512503,2.9253210038125197e-05,enfr
u:gtDW,6.0,423545.0,0.7864288461844895,1.3534174820153318e-05,enfr
u:jftJ,15.0,56404.0,0.8002689061122704,0.0001596073500756249,enfr
u:fTaJ,15.0,432638.0,0.7194400210921089,3.0218823644611072e-05,enes
u:bYUN,6.0,587519.0,0.8056464117106281,9.020497579894747e-06,esen
u:ijLv,16.0,87451.0,0.3184746690436815,9.890743529478814e-05,esen
u:i0KI,15.0,362235.0,0.48169664963907255,2.3594918693689022e-05,pten
u:gSQB,42.0,958942.0,0.9014322882129419,3.343436115023809e-05,pten
u:i4pT,36.0,136704.0,0.4596290171723383,0.0001787862012875902,pten
u:fFp4,14.0,871113.0,0.9059380403848247,1.592714173631349e-05,esen
u:fUmZ,5.0,79269.0,0.44158842712825985,3.870129646102499e-05,esen
u:ezCz,9.0,48527.0,0.7226380269544751,0.00012056888690555067,enpt
u:ioRa,12.0,586948.0,0.7024096906353156,1.5097412554497847e-05,enes
u:ixgD,18.0,260731.0,0.7534955942527439,3.7913605495464824e-05,enfr
u:d1Zp,70.0,471076.0,0.806843076187517,0.00018239570878340595,ende
u:ieaz,4.0,1592.0,0.9692728401283596,0.0025500469353548,esen
u:hXyR,9.0,947352.0,0.7884185123708848,1.0838860454235288e-05,enpt
u:bR-E,19.0,699584.0,0.7901804768755374,2.396663057733354e-05,ende
